Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","138","Mexico","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","116","Fc","Calculated data"
"TI","Trade Indices","138","Mexico","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","9717107","Fc","Calculated data"
"TI","Trade Indices","138","Mexico","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","14604546","Fc","Calculated data"
"TI","Trade Indices","138","Mexico","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","115","Fc","Calculated data"
"TI","Trade Indices","141","Mongolia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","129118","Fc","Calculated data"
"TI","Trade Indices","141","Mongolia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","47095","Fc","Calculated data"
"TI","Trade Indices","141","Mongolia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","107","Fc","Calculated data"
"TI","Trade Indices","141","Mongolia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","92180","Fc","Calculated data"
"TI","Trade Indices","141","Mongolia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","42171","Fc","Calculated data"
"TI","Trade Indices","141","Mongolia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","103","Fc","Calculated data"
"TI","Trade Indices","143","Morocco","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2440864","Fc","Calculated data"
"TI","Trade Indices","143","Morocco","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1776046","Fc","Calculated data"
"TI","Trade Indices","143","Morocco","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","122","Fc","Calculated data"
"TI","Trade Indices","143","Morocco","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1789605","Fc","Calculated data"
"TI","Trade Indices","143","Morocco","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1704149","Fc","Calculated data"
"TI","Trade Indices","143","Morocco","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","120","Fc","Calculated data"
"TI","Trade Indices","144","Mozambique","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","694972","Fc","Calculated data"
"TI","Trade Indices","144","Mozambique","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","467843","Fc","Calculated data"
"TI","Trade Indices","144","Mozambique","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","147","Fc","Calculated data"
"TI","Trade Indices","144","Mozambique","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","605253","Fc","Calculated data"
"TI","Trade Indices","144","Mozambique","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","231212","Fc","Calculated data"
"TI","Trade Indices","144","Mozambique","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","136","Fc","Calculated data"
"TI","Trade Indices","147","Namibia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","481645","Fc","Calculated data"
"TI","Trade Indices","147","Namibia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","514706","Fc","Calculated data"
"TI","Trade Indices","147","Namibia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","102","Fc","Calculated data"
"TI","Trade Indices","147","Namibia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","327294","Fc","Calculated data"
"TI","Trade Indices","147","Namibia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","325032","Fc","Calculated data"
"TI","Trade Indices","147","Namibia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","108","Fc","Calculated data"
"TI","Trade Indices","148","Nauru","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1832","Fc","Calculated data"
"TI","Trade Indices","148","Nauru","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1775","Fc","Calculated data"
"TI","Trade Indices","149","Nepal","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","822396","Fc","Calculated data"
"TI","Trade Indices","149","Nepal","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","114348","Fc","Calculated data"
"TI","Trade Indices","149","Nepal","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","155","Fc","Calculated data"
"TI","Trade Indices","149","Nepal","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","696016","Fc","Calculated data"
"TI","Trade Indices","149","Nepal","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","89602","Fc","Calculated data"
"TI","Trade Indices","149","Nepal","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","147","Fc","Calculated data"
"TI","Trade Indices","150","Netherlands","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","31441131","Fc","Calculated data"
"TI","Trade Indices","150","Netherlands","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","49512787","Fc","Calculated data"
"TI","Trade Indices","150","Netherlands","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","143","Fc","Calculated data"
"TI","Trade Indices","150","Netherlands","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","25637587","Fc","Calculated data"
"TI","Trade Indices","150","Netherlands","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","38464470","Fc","Calculated data"
"TI","Trade Indices","150","Netherlands","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","143","Fc","Calculated data"
"TI","Trade Indices","153","New Caledonia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","255031","Fc","Calculated data"
"TI","Trade Indices","153","New Caledonia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2362","Fc","Calculated data"
"TI","Trade Indices","153","New Caledonia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","145","Fc","Calculated data"
"TI","Trade Indices","153","New Caledonia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","199257","Fc","Calculated data"
"TI","Trade Indices","153","New Caledonia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2000","Fc","Calculated data"
"TI","Trade Indices","153","New Caledonia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","143","Fc","Calculated data"
"TI","Trade Indices","156","New Zealand","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3186337","Fc","Calculated data"
"TI","Trade Indices","156","New Zealand","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","11783245","Fc","Calculated data"
"TI","Trade Indices","156","New Zealand","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","173","Fc","Calculated data"
"TI","Trade Indices","156","New Zealand","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1259415","Fc","Calculated data"
"TI","Trade Indices","156","New Zealand","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","10570868","Fc","Calculated data"
"TI","Trade Indices","156","New Zealand","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","171","Fc","Calculated data"
"TI","Trade Indices","157","Nicaragua","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","422068","Fc","Calculated data"
"TI","Trade Indices","157","Nicaragua","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","847582","Fc","Calculated data"
"TI","Trade Indices","157","Nicaragua","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","195","Fc","Calculated data"
"TI","Trade Indices","157","Nicaragua","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","340576","Fc","Calculated data"
"TI","Trade Indices","157","Nicaragua","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","566260","Fc","Calculated data"
"TI","Trade Indices","157","Nicaragua","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","200","Fc","Calculated data"
"TI","Trade Indices","158","Niger","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","336642","Fc","Calculated data"
"TI","Trade Indices","158","Niger","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","126918","Fc","Calculated data"
"TI","Trade Indices","158","Niger","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","75","Fc","Calculated data"
"TI","Trade Indices","158","Niger","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","284012","Fc","Calculated data"
"TI","Trade Indices","158","Niger","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","112547","Fc","Calculated data"
"TI","Trade Indices","158","Niger","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","72","Fc","Calculated data"
"TI","Trade Indices","159","Nigeria","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3880657","Fc","Calculated data"
"TI","Trade Indices","159","Nigeria","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","654922","Fc","Calculated data"
"TI","Trade Indices","159","Nigeria","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","179","Fc","Calculated data"
"TI","Trade Indices","159","Nigeria","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","3629047","Fc","Calculated data"
"TI","Trade Indices","159","Nigeria","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","639065","Fc","Calculated data"
"TI","Trade Indices","159","Nigeria","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","136","Fc","Calculated data"
"TI","Trade Indices","160","Niue","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1719","Fc","Calculated data"
"TI","Trade Indices","160","Niue","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","20","Fc","Calculated data"
"TI","Trade Indices","160","Niue","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","371","Fc","Calculated data"
"TI","Trade Indices","160","Niue","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1558","Fc","Calculated data"
"TI","Trade Indices","160","Niue","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","20","Fc","Calculated data"
"TI","Trade Indices","160","Niue","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","371","Fc","Calculated data"
"TI","Trade Indices","162","Norway","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3914294","Fc","Calculated data"
"TI","Trade Indices","162","Norway","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","397226","Fc","Calculated data"
"TI","Trade Indices","162","Norway","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","152","Fc","Calculated data"
"TI","Trade Indices","162","Norway","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2920563","Fc","Calculated data"
"TI","Trade Indices","162","Norway","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","275525","Fc","Calculated data"
"TI","Trade Indices","162","Norway","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","126","Fc","Calculated data"
"TI","Trade Indices","299","Occupied Palestinian Territory","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","382296","Fc","Calculated data"
"TI","Trade Indices","299","Occupied Palestinian Territory","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","37974","Fc","Calculated data"
"TI","Trade Indices","299","Occupied Palestinian Territory","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","228","Fc","Calculated data"
"TI","Trade Indices","299","Occupied Palestinian Territory","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","305179","Fc","Calculated data"
"TI","Trade Indices","299","Occupied Palestinian Territory","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","34693","Fc","Calculated data"
"TI","Trade Indices","299","Occupied Palestinian Territory","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","235","Fc","Calculated data"
"TI","Trade Indices","165","Pakistan","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2887659","Fc","Calculated data"
"TI","Trade Indices","165","Pakistan","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2769418","Fc","Calculated data"
"TI","Trade Indices","165","Pakistan","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","172","Fc","Calculated data"
"TI","Trade Indices","165","Pakistan","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1772445","Fc","Calculated data"
"TI","Trade Indices","165","Pakistan","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2448130","Fc","Calculated data"
"TI","Trade Indices","165","Pakistan","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","175","Fc","Calculated data"
"TI","Trade Indices","166","Panama","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","572883","Fc","Calculated data"
"TI","Trade Indices","166","Panama","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","262125","Fc","Calculated data"
"TI","Trade Indices","166","Panama","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","119","Fc","Calculated data"
"TI","Trade Indices","166","Panama","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","445464","Fc","Calculated data"
"TI","Trade Indices","166","Panama","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","246268","Fc","Calculated data"
"TI","Trade Indices","166","Panama","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","116","Fc","Calculated data"
"TI","Trade Indices","168","Papua New Guinea","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","277314","Fc","Calculated data"
"TI","Trade Indices","168","Papua New Guinea","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","531960","Fc","Calculated data"
"TI","Trade Indices","168","Papua New Guinea","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","153","Fc","Calculated data"
"TI","Trade Indices","168","Papua New Guinea","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","227454","Fc","Calculated data"
"TI","Trade Indices","168","Papua New Guinea","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","383954","Fc","Calculated data"
"TI","Trade Indices","168","Papua New Guinea","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","169","Fc","Calculated data"
"TI","Trade Indices","169","Paraguay","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","407538","Fc","Calculated data"
"TI","Trade Indices","169","Paraguay","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2978971","Fc","Calculated data"
"TI","Trade Indices","169","Paraguay","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","195","Fc","Calculated data"
"TI","Trade Indices","169","Paraguay","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","191863","Fc","Calculated data"
"TI","Trade Indices","169","Paraguay","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2452759","Fc","Calculated data"
"TI","Trade Indices","169","Paraguay","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","194","Fc","Calculated data"
"TI","Trade Indices","170","Peru","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1938058","Fc","Calculated data"
"TI","Trade Indices","170","Peru","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2733228","Fc","Calculated data"
"TI","Trade Indices","170","Peru","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","138","Fc","Calculated data"
"TI","Trade Indices","170","Peru","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1478338","Fc","Calculated data"
"TI","Trade Indices","170","Peru","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2141420","Fc","Calculated data"
"TI","Trade Indices","170","Peru","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","139","Fc","Calculated data"
"TI","Trade Indices","171","Philippines","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3043648","Fc","Calculated data"
"TI","Trade Indices","171","Philippines","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2953038","Fc","Calculated data"
"TI","Trade Indices","171","Philippines","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","148","Fc","Calculated data"
"TI","Trade Indices","171","Philippines","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2033277","Fc","Calculated data"
"TI","Trade Indices","171","Philippines","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2490047","Fc","Calculated data"
"TI","Trade Indices","171","Philippines","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","146","Fc","Calculated data"
"TI","Trade Indices","173","Poland","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","9902319","Fc","Calculated data"
"TI","Trade Indices","173","Poland","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","16913301","Fc","Calculated data"
"TI","Trade Indices","173","Poland","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","126","Fc","Calculated data"
"TI","Trade Indices","173","Poland","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","6734604","Fc","Calculated data"
"TI","Trade Indices","173","Poland","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","14164891","Fc","Calculated data"
"TI","Trade Indices","173","Poland","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","121","Fc","Calculated data"
"TI","Trade Indices","174","Portugal","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","5750335","Fc","Calculated data"
"TI","Trade Indices","174","Portugal","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","3851257","Fc","Calculated data"
"TI","Trade Indices","174","Portugal","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","147","Fc","Calculated data"
"TI","Trade Indices","174","Portugal","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4977612","Fc","Calculated data"
"TI","Trade Indices","174","Portugal","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2160714","Fc","Calculated data"
"TI","Trade Indices","174","Portugal","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","163","Fc","Calculated data"
"TI","Trade Indices","117","Republic of Korea","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","12606878","Fc","Calculated data"
"TI","Trade Indices","117","Republic of Korea","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1908278","Fc","Calculated data"
"TI","Trade Indices","117","Republic of Korea","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","139","Fc","Calculated data"
"TI","Trade Indices","117","Republic of Korea","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","8211092","Fc","Calculated data"
"TI","Trade Indices","117","Republic of Korea","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1001140","Fc","Calculated data"
"TI","Trade Indices","117","Republic of Korea","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","159","Fc","Calculated data"
"TI","Trade Indices","146","Republic of Moldova","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","306613","Fc","Calculated data"
"TI","Trade Indices","146","Republic of Moldova","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","736238","Fc","Calculated data"
"TI","Trade Indices","146","Republic of Moldova","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","119","Fc","Calculated data"
"TI","Trade Indices","146","Republic of Moldova","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","179462","Fc","Calculated data"
"TI","Trade Indices","146","Republic of Moldova","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","434968","Fc","Calculated data"
"TI","Trade Indices","146","Republic of Moldova","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","156","Fc","Calculated data"
"TI","Trade Indices","183","Romania","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3549954","Fc","Calculated data"
"TI","Trade Indices","183","Romania","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","5650186","Fc","Calculated data"
"TI","Trade Indices","183","Romania","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","110","Fc","Calculated data"
"TI","Trade Indices","183","Romania","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2262291","Fc","Calculated data"
"TI","Trade Indices","183","Romania","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","5421022","Fc","Calculated data"
"TI","Trade Indices","183","Romania","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","94","Fc","Calculated data"
"TI","Trade Indices","185","Russian Federation","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","15291657","Fc","Calculated data"
"TI","Trade Indices","185","Russian Federation","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","5877354","Fc","Calculated data"
"TI","Trade Indices","185","Russian Federation","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","198","Fc","Calculated data"
"TI","Trade Indices","185","Russian Federation","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","11886620","Fc","Calculated data"
"TI","Trade Indices","185","Russian Federation","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","4734820","Fc","Calculated data"
"TI","Trade Indices","185","Russian Federation","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","199","Fc","Calculated data"
"TI","Trade Indices","184","Rwanda","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","173182","Fc","Calculated data"
"TI","Trade Indices","184","Rwanda","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","348805","Fc","Calculated data"
"TI","Trade Indices","184","Rwanda","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","70","Fc","Calculated data"
"TI","Trade Indices","184","Rwanda","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","146606","Fc","Calculated data"
"TI","Trade Indices","184","Rwanda","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","40885","Fc","Calculated data"
"TI","Trade Indices","184","Rwanda","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","166","Fc","Calculated data"
"TI","Trade Indices","188","Saint Kitts and Nevis","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","30395","Fc","Calculated data"
"TI","Trade Indices","188","Saint Kitts and Nevis","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","428","Fc","Calculated data"
"TI","Trade Indices","188","Saint Kitts and Nevis","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","153","Fc","Calculated data"
"TI","Trade Indices","188","Saint Kitts and Nevis","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","27089","Fc","Calculated data"
"TI","Trade Indices","188","Saint Kitts and Nevis","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","38","Fc","Calculated data"
"TI","Trade Indices","188","Saint Kitts and Nevis","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","84","Fc","Calculated data"
"TI","Trade Indices","189","Saint Lucia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","69959","Fc","Calculated data"
"TI","Trade Indices","189","Saint Lucia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","11985","Fc","Calculated data"
"TI","Trade Indices","189","Saint Lucia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","149","Fc","Calculated data"
"TI","Trade Indices","189","Saint Lucia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","62437","Fc","Calculated data"
"TI","Trade Indices","189","Saint Lucia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","7487","Fc","Calculated data"
"TI","Trade Indices","189","Saint Lucia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","144","Fc","Calculated data"
"TI","Trade Indices","190","Saint Pierre and Miquelon","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","7054","Fc","Calculated data"
"TI","Trade Indices","190","Saint Pierre and Miquelon","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4946","Fc","Calculated data"
"TI","Trade Indices","191","Saint Vincent and the Grenadines","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","50164","Fc","Calculated data"
"TI","Trade Indices","191","Saint Vincent and the Grenadines","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","13086","Fc","Calculated data"
"TI","Trade Indices","191","Saint Vincent and the Grenadines","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","142","Fc","Calculated data"
"TI","Trade Indices","191","Saint Vincent and the Grenadines","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","46551","Fc","Calculated data"
"TI","Trade Indices","191","Saint Vincent and the Grenadines","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","11733","Fc","Calculated data"
"TI","Trade Indices","191","Saint Vincent and the Grenadines","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","128","Fc","Calculated data"
"TI","Trade Indices","244","Samoa","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","61010","Fc","Calculated data"
"TI","Trade Indices","244","Samoa","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","8101","Fc","Calculated data"
"TI","Trade Indices","244","Samoa","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","126","Fc","Calculated data"
"TI","Trade Indices","244","Samoa","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","46208","Fc","Calculated data"
"TI","Trade Indices","244","Samoa","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","7026","Fc","Calculated data"
